,Rank,POS,AVG,Sleeper,Player,Team,Bye,player_id,predicted_fantasy_points,position_group,replacement_value,vor,rank
172,196,RB59,193.2,,Jalen Richard,,,00-0033025,87.3224003945291,RB,88.13559999167919,-0.8131995971500885,284.0
415,616,TE91,478.0,,Luke Willson,,,00-0030089,15.253199915364384,TE,16.59899981290102,-1.3457998975366365,285.0
140,160,DST9,163.2,,Cleveland Browns,DST,7,00-000025,92.72400001034141,DST,94.49366665760677,-1.7696666472653533,286.0
465,719,WR221,595.0,,KhaDarel Hodge,ATL,9,00-0034854,14.456600051298738,WR,16.998800196647643,-2.5422001453489056,287.0
488,780,RB209,659.0,,J.D. McKissic,,,00-0032602,85.47600122518837,RB,88.13559999167919,-2.6595987664908165,288.0
460,710,TE117,585.0,,Tyler Conklin,NYJ,4,00-0034270,13.714000246524812,TE,16.59899981290102,-2.8849995663762087,289.0
240,275,DST27,254.0,,New York Giants,DST,11,00-000026,90.99659997534752,DST,94.49366665760677,-3.497066682259245,290.0
274,321,WR105,525.0,,Travis Benjamin,,,00-0029269,13.095400015860797,WR,16.998800196647643,-3.9034001807868464,291.0
191,217,QB27,233.2,,Jacoby Brissett,WAS,10,00-0033119,217.96499673724173,QB,222.3416029421985,-4.376606204956772,292.0
364,495,QB49,665.0,,Ryan Tannehill,TEN,11,00-0029701,216.76680300295354,QB,222.3416029421985,-5.5747999392449685,293.0
469,736,WR229,612.0,,Ryan Switzer,,,00-0033562,11.178999750614167,WR,16.998800196647643,-5.819800446033476,294.0
339,453,TE63,347.0,,Lance Kendricks,,,00-0027985,10.628999876007438,TE,16.59899981290102,-5.969999936893583,295.0
410,596,WR190,450.0,,J.J. Nelson,,,00-0032112,10.702200256437063,WR,16.998800196647643,-6.29659994021058,296.0
346,465,WR153,355.0,,Andre Roberts,,,00-0027691,10.388000090643764,WR,16.998800196647643,-6.610800106003879,297.0
115,132,WR49,134.3,,Donte Moncrief,,,00-0031339,10.333799977749587,WR,16.998800196647643,-6.665000218898056,298.0
318,410,WR131,380.0,,Russell Shepard,,,00-0030147,10.133400007486344,WR,16.998800196647643,-6.865400189161299,299.0
479,754,WR239,631.0,,T.J. Jones,,,00-0031189,9.575000108480454,WR,16.998800196647643,-7.423800088167189,300.0
442,674,WR210,543.0,,Bobo Wilson,,,00-0033434,9.175000004172325,WR,16.998800196647643,-7.823800192475318,301.0
518,895,WR288,786.0,,Ryan Grant,,,00-0031068,9.089999874234199,WR,16.998800196647643,-7.908800322413445,302.0
278,326,WR107,535.7,,Michael Crabtree,,,00-0026986,7.859000013917685,WR,16.998800196647643,-9.139800182729958,303.0
326,422,WR136,632.0,,Chad Beebe,,,00-0034309,7.8459999109804635,WR,16.998800196647643,-9.15280028566718,304.0
342,460,WR150,507.0,,Jordan Matthews,,,00-0031299,7.431999900117517,WR,16.998800196647643,-9.566800296530126,305.0
281,329,WR109,566.5,,Chris Moore,TEN,11,00-0032398,7.219999920725822,WR,16.998800196647643,-9.77880027592182,306.0
231,262,RB71,407.8,,Chase Edmonds,TB,7,00-0034681,78.19700015187263,RB,88.13559999167919,-9.938599839806557,307.0
323,415,WR132,319.0,,De'Anthony Thomas,,,00-0031060,6.56400006763637,WR,16.998800196647643,-10.434800129011272,308.0
495,804,TE133,687.0,,Scott Simonson,,,00-0031167,5.68300002336502,TE,16.59899981290102,-10.915999789536,309.0
487,776,WR249,655.0,,Cody Core,,,00-0032795,6.0140001308918,WR,16.998800196647643,-10.984800065755843,310.0
447,684,WR212,555.0,,Darius Jennings,,,00-0031972,5.860999977067113,WR,16.998800196647643,-11.13780021958053,311.0
481,761,WR244,638.0,,Deontay Burnett,,,00-0034653,5.728000127077102,WR,16.998800196647643,-11.27080006957054,312.0
523,930,TE176,823.0,,Darrell Daniels,,,00-0033258,4.641800011247397,TE,16.59899981290102,-11.957199801653623,313.0
375,528,TE74,399.0,,Levine Toilolo,,,00-0030443,4.229000003337861,TE,16.59899981290102,-12.36999980956316,314.0
451,689,WR213,560.0,,Josh Bellamy,,,00-0029319,4.621999990940093,WR,16.998800196647643,-12.37680020570755,315.0
438,667,TE107,536.0,,Eric Saubert,MIA,5,00-0033576,3.8179999317973854,TE,16.59899981290102,-12.780999881103636,316.0
337,444,TE60,339.0,,Dalton Schultz,HOU,10,00-0034383,3.2519999706745146,TE,16.59899981290102,-13.346999842226506,317.0
464,718,TE118,594.0,,Chris Manhertz,DEN,10,00-0031484,3.2329999554157256,TE,16.59899981290102,-13.365999857485296,318.0
374,526,WR175,398.0,,Austin Carr,,,00-0033382,3.6119999879598614,WR,16.998800196647643,-13.38680020868778,319.0
470,737,WR230,613.0,,Chad Williams,,,00-0033933,3.320599952340126,WR,16.998800196647643,-13.678200244307517,320.0
271,315,TE36,528.7,,Jordan Thomas,CAR,7,00-0034420,2.8939999759197237,TE,16.59899981290102,-13.704999836981298,321.0
343,461,TE65,352.0,,Xavier Grimble,,,00-0031035,2.7769999822974203,TE,16.59899981290102,-13.8219998306036,322.0
181,205,RB61,207.6,,Giovani Bernard,,,00-0030456,74.15000008746982,RB,88.13559999167919,-13.985599904209366,323.0
119,136,RB47,142.5,,Dion Lewis,,,00-0028087,73.35620062291622,RB,88.13559999167919,-14.779399368762967,324.0
412,600,WR192,454.0,,Dwayne Harris,,,00-0028114,1.8320000235736371,WR,16.998800196647643,-15.166800173074005,325.0
86,99,RB37,102.5,,Rashaad Penny,PHI,10,00-0034750,72.96200025871396,RB,88.13559999167919,-15.17359973296523,326.0
417,621,TE94,484.0,,Eric Tomlinson,,,00-0031690,1.2850000154972077,TE,16.59899981290102,-15.313999797403813,327.0
324,416,WR133,427.0,,Taywan Taylor,,,00-0033911,1.570000011920929,WR,16.998800196647643,-15.428800184726715,328.0
113,129,DST6,133.0,,Los Angeles Chargers,DST,12,00-000027,77.45347613727904,DST,94.49366665760677,-17.040190520327727,329.0
198,226,QB29,246.6,,Andy Dalton,CAR,7,00-0027973,204.4649993492663,QB,222.3416029421985,-17.876603592932213,330.0
225,256,DST26,406.6,,Detroit Lions,DST,5,00-000028,76.26700000487268,DST,94.49366665760677,-18.22666665273408,331.0
284,332,RB86,566.0,,Brian Hill,,,00-0033567,65.33999954044819,RB,88.13559999167919,-22.795600451230996,332.0
245,283,DST28,280.0,,Las Vegas Raiders,DST,,00-000029,70.49809999141097,DST,94.49366665760677,-23.9955666661958,333.0
261,300,DST30,492.3,,Arizona Cardinals,DST,12,00-000030,68.57700001873076,DST,94.49366665760677,-25.91666663887601,334.0
277,325,DST32,312.5,,Cincinnati Bengals,DST,9,00-000031,65.55200002461672,DST,94.49366665760677,-28.94166663299005,335.0
357,481,RB124,682.0,,Jordan Wilkins,,,00-0034400,57.81299954526126,RB,88.13559999167919,-30.322600446417923,336.0
205,234,RB64,367.0,,Malcolm Brown,,,00-0031806,56.81199929513037,RB,88.13559999167919,-31.323600696548816,337.0
154,175,QB24,190.3,,Sam Darnold,SF,4,00-0034869,189.6084021882713,QB,222.3416029421985,-32.73320075392721,338.0
365,496,RB129,377.0,,Brandon Bolden,LV,,00-0029239,53.51700037270784,RB,88.13559999167919,-34.618599618971345,339.0
334,440,RB117,653.0,,Kyle Juszczyk,SF,4,00-0029892,51.23100015677512,RB,88.13559999167919,-36.90459983490407,340.0
444,676,QB88,545.0,,Kyle Allen,BUF,6,00-0034577,179.9741994202137,QB,222.3416029421985,-42.36740352198481,341.0
246,284,DST29,282.0,,Miami Dolphins,DST,5,00-000032,51.73300002093613,DST,94.49366665760677,-42.760666636670635,342.0
396,568,RB150,702.0,,Mike Boone,HOU,10,00-0034208,45.24700039923191,RB,88.13559999167919,-42.88859959244728,343.0
332,432,RB115,664.5,,Bilal Powell,,,00-0028064,44.88653325979909,RB,88.13559999167919,-43.2490667318801,344.0
316,404,RB102,302.0,,Ameer Abdullah,LV,,00-0032104,44.84900050997734,RB,88.13559999167919,-43.28659948170185,345.0
253,292,RB75,471.0,,Wayne Gallman,Jr.,,00-0033950,43.44199990935624,RB,88.13559999167919,-44.693600082322945,346.0
349,468,RB122,357.0,,C.J. Ham,MIN,12,00-0032918,42.916999503225085,RB,88.13559999167919,-45.2186004884541,347.0
282,330,RB85,319.5,,Cordarrelle Patterson,ATL,9,00-0030578,39.77399999916553,RB,88.13559999167919,-48.36159999251365,348.0
213,243,RB68,397.4,,T.J. Yeldon,,,00-0032209,37.17920009016991,RB,88.13559999167919,-50.95639990150928,349.0
385,545,RB143,706.0,,Mark Walton,,,00-0034679,37.07600027032196,RB,88.13559999167919,-51.05959972135722,350.0
504,842,RB231,728.0,,Jonathan Williams,WAS,10,00-0032975,36.479600116312504,RB,88.13559999167919,-51.65599987536668,351.0
259,298,RB77,497.3,,Dontrell Hilliard,,,00-0034253,36.108999947980045,RB,88.13559999167919,-52.02660004369914,352.0
126,144,RB49,146.8,,Justin Jackson,,,00-0034440,35.40400021314621,RB,88.13559999167919,-52.731599778532974,353.0
152,173,QB23,188.2,,Matthew Stafford,LAR,9,00-0026498,163.52220041178168,QB,222.3416029421985,-58.81940253041682,354.0
313,393,RB100,365.5,,Wendell Smallwood,,,00-0032782,26.780199874043465,RB,88.13559999167919,-61.355400117635725,355.0
330,427,RB112,634.0,,Devontae Booker,,,00-0032972,19.663000261858105,RB,88.13559999167919,-68.47259972982108,356.0
393,558,RB146,421.0,,Elijhaa Penny,,,00-0032813,18.780400197878482,RB,88.13559999167919,-69.35519979380071,357.0
208,237,RB67,377.2,,Mike Davis,,,00-0032063,18.484200211614368,RB,88.13559999167919,-69.65139978006482,358.0
525,938,RB248,832.0,,Kenjon Barner,,,00-0030465,17.4433998323977,RB,88.13559999167919,-70.69220015928148,359.0
325,417,RB109,320.0,,Derek Watt,,,00-0032897,17.343999934569002,RB,88.13559999167919,-70.79160005711019,360.0
376,529,RB139,400.0,,Andy Janovich,,,00-0032956,16.27900016129017,RB,88.13559999167919,-71.85659983038902,361.0
494,802,RB218,685.0,,Alex Armah,WAS,10,00-0033296,15.09339998178184,RB,88.13559999167919,-73.04220000989734,362.0
333,438,RB116,480.5,,Spencer Ware,,,00-0030414,14.860333278973897,RB,88.13559999167919,-73.27526671270529,363.0
427,640,RB170,508.0,,Javorius Allen,,,00-0031577,13.803800093829633,RB,88.13559999167919,-74.33179989784955,364.0
369,507,RB134,384.0,,Zach Line,,,00-0029931,13.38900005236268,RB,88.13559999167919,-74.74659993931651,365.0
402,577,RB152,434.0,,Patrick DiMarco,,,00-0028581,12.591000000461936,RB,88.13559999167919,-75.54459999121725,366.0
250,289,RB74,292.0,,Marshawn Lynch,,,00-0025399,11.850999810695647,RB,88.13559999167919,-76.28460018098355,367.0
373,521,RB137,394.0,,Dwayne Washington,,,00-0032450,11.576000017300249,RB,88.13559999167919,-76.55959997437894,368.0
180,204,RB60,206.2,,C.J. Anderson,,,00-0029854,10.211200068593026,RB,88.13559999167919,-77.92439992308616,369.0
336,443,RB118,407.0,,Zach Zenner,,,00-0031665,9.770999967455865,RB,88.13559999167919,-78.36460002422332,370.0
207,236,RB66,260.2,,Jay Ajayi,,,00-0031590,9.71120003938675,RB,88.13559999167919,-78.42439995229243,371.0
452,690,RB185,561.0,,Keith Smith,ATL,9,00-0030968,8.495599937811495,RB,88.13559999167919,-79.6400000538677,372.0
320,412,RB108,316.0,,Anthony Sherman,,,00-0028074,7.525000030994415,RB,88.13559999167919,-80.61059996068477,373.0
508,856,RB235,744.0,,Tyler Ervin,,,00-0032404,6.05960000820458,RB,88.13559999167919,-82.0759999834746,374.0
459,708,RB191,583.0,,Taiwan Jones,,,00-0028063,5.091600029394031,RB,88.13559999167919,-83.04399996228516,375.0
407,588,RB155,442.0,,Josh Adams,,,00-0034457,4.285,RB,88.13559999167919,-83.85059999167919,376.0
490,790,RB213,671.0,,Ricky Ortiz,,,00-0033374,3.352199958562851,RB,88.13559999167919,-84.78340003311634,377.0
406,585,RB154,439.0,,Roosevelt Nix,,,00-0030741,2.711000064313412,RB,88.13559999167919,-85.42459992736578,378.0
380,535,RB140,404.0,,Jamize Olawale,,,00-0029492,2.5060000159591436,RB,88.13559999167919,-85.62959997572004,379.0
256,295,RB76,480.0,,Alfred Morris,,,00-0029141,2.452999990284443,RB,88.13559999167919,-85.68260000139475,380.0
511,865,RB237,755.0,,De'Lance Turner,,,00-0034201,1.9240000166743993,RB,88.13559999167919,-86.21159997500479,381.0
397,569,RB151,429.0,,Samaje Perine,DEN,10,00-0033526,1.8220000258088112,RB,88.13559999167919,-86.31359996587038,382.0
418,625,RB165,489.0,,John Kelly,CLE,7,00-0034808,1.7679999800771475,RB,88.13559999167919,-86.36760001160204,383.0
273,319,QB35,535.7,,Case Keenum,HOU,10,00-0028986,105.58440054774285,QB,222.3416029421985,-116.75720239445566,384.0
263,302,TE34,318.7,,Taysom Hill,NO,9,00-0033357,97.7415994143486,QB,222.3416029421985,-124.6000035278499,385.0
366,499,QB50,379.0,,Teddy Bridgewater,,,00-0031237,89.93760168090462,QB,222.3416029421985,-132.4040012612939,386.0
188,213,QB26,220.0,,Marcus Mariota,PHI,10,00-0032268,83.93060041502117,QB,222.3416029421985,-138.41100252717735,387.0
534,1016,QB121,915.0,,Jeff Driskel,ARI,12,00-0032436,62.87979880094528,QB,222.3416029421985,-159.46180414125322,388.0
214,245,QB30,248.0,,Eli Manning,,,00-0022803,55.313800275325775,QB,222.3416029421985,-167.02780266687273,389.0
179,203,QB25,204.6,,Nick Foles,,,00-0029567,38.334200226068496,QB,222.3416029421985,-184.00740271613,390.0
420,628,QB76,493.0,,Matt Schaub,,,00-0022787,30.933399531170725,QB,222.3416029421985,-191.40820341102778,391.0
268,310,QB34,519.0,,Josh Rosen,,,00-0034343,26.09459998011589,QB,222.3416029421985,-196.2470029620826,392.0
408,593,QB69,447.0,,Chase Daniel,,,00-0026544,25.187199515402316,QB,222.3416029421985,-197.1544034267962,393.0
432,654,QB81,522.0,,Brian Hoyer,LV,,00-0026625,21.926799562126398,QB,222.3416029421985,-200.4148033800721,394.0
401,574,QB63,446.0,,AJ McCarron,,,00-0031288,14.546399719268084,QB,222.3416029421985,-207.7952032229304,395.0
398,570,QB61,446.5,,Tyrod Taylor,NYG,11,00-0028118,13.580399965941908,QB,222.3416029421985,-208.76120297625658,396.0
292,342,QB36,335.0,,Blake Bortles,,,00-0031407,13.045199910551311,QB,222.3416029421985,-209.2964030316472,397.0
539,1035,QB125,936.0,,Josh McCown,,,00-0021206,5.968199979215861,QB,222.3416029421985,-216.37340296298265,398.0
441,672,QB87,541.0,,Sean Mannion,,,00-0032245,5.939999911487103,QB,222.3416029421985,-216.4016030307114,399.0
489,783,QB98,662.0,,Mike Glennon,,,00-0030520,5.082800025492906,QB,222.3416029421985,-217.2588029167056,400.0
541,1037,QB126,945.0,,Colt McCoy,ARI,12,00-0027688,4.52180013179779,QB,222.3416029421985,-217.81980281040072,401.0
543,1042,QB127,962.0,,Nick Mullens,MIN,12,00-0033319,3.7387999737262727,QB,222.3416029421985,-218.60280296847225,402.0
